subject;variables.currentgroupnumber;blockcode;blocknum;trialcode;trialnum;response;correct;latency;stimulusnumber1;stimulusitem1;stimulusnumber2;stimulusitem2;stimulusnumber3;stimulusitem3
28;4;facial_davids;4;binary_face_davids;130;23;0;1841;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;178;stimuli/warmth2014_m29-gaussian-15px_3_177.jpg;178;stimuli/warmth2014_m29-gaussian-15px_3_177_neg.jpg
28;4;facial_davids;4;binary_face_davids;131;23;0;2077;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;298;stimuli/warmth2014_m29-gaussian-15px_3_297.jpg;298;stimuli/warmth2014_m29-gaussian-15px_3_297_neg.jpg
28;4;facial_davids;4;binary_face_davids;132;18;0;1144;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;143;stimuli/warmth2014_m29-gaussian-15px_3_142.jpg;143;stimuli/warmth2014_m29-gaussian-15px_3_142_neg.jpg
28;4;facial_davids;4;binary_face_davids;133;23;0;1648;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;400;stimuli/warmth2014_m29-gaussian-15px_3_399.jpg;400;stimuli/warmth2014_m29-gaussian-15px_3_399_neg.jpg
28;4;facial_davids;4;binary_face_davids;134;18;0;2380;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;211;stimuli/warmth2014_m29-gaussian-15px_3_210.jpg;211;stimuli/warmth2014_m29-gaussian-15px_3_210_neg.jpg
28;4;facial_davids;4;binary_face_davids;135;23;0;1483;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;170;stimuli/warmth2014_m29-gaussian-15px_3_169.jpg;170;stimuli/warmth2014_m29-gaussian-15px_3_169_neg.jpg
28;4;facial_davids;4;binary_face_davids;136;23;0;4821;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;153;stimuli/warmth2014_m29-gaussian-15px_3_152.jpg;153;stimuli/warmth2014_m29-gaussian-15px_3_152_neg.jpg
28;4;facial_davids;4;binary_face_davids;137;23;0;2402;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;352;stimuli/warmth2014_m29-gaussian-15px_3_351.jpg;352;stimuli/warmth2014_m29-gaussian-15px_3_351_neg.jpg
28;4;facial_davids;4;binary_face_davids;138;23;0;1288;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;69;stimuli/warmth2014_m29-gaussian-15px_3_68.jpg;69;stimuli/warmth2014_m29-gaussian-15px_3_68_neg.jpg
28;4;facial_davids;4;binary_face_davids;139;18;0;1994;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;237;stimuli/warmth2014_m29-gaussian-15px_3_236.jpg;237;stimuli/warmth2014_m29-gaussian-15px_3_236_neg.jpg
28;4;facial_davids;4;binary_face_davids;140;23;0;3856;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;25;stimuli/warmth2014_m29-gaussian-15px_3_24.jpg;25;stimuli/warmth2014_m29-gaussian-15px_3_24_neg.jpg
28;4;facial_davids;4;binary_face_davids;141;18;0;6171;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;97;stimuli/warmth2014_m29-gaussian-15px_3_96.jpg;97;stimuli/warmth2014_m29-gaussian-15px_3_96_neg.jpg
28;4;facial_davids;4;binary_face_davids;142;23;0;1914;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;227;stimuli/warmth2014_m29-gaussian-15px_3_226.jpg;227;stimuli/warmth2014_m29-gaussian-15px_3_226_neg.jpg
28;4;facial_davids;4;binary_face_davids;143;18;0;3739;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;394;stimuli/warmth2014_m29-gaussian-15px_3_393.jpg;394;stimuli/warmth2014_m29-gaussian-15px_3_393_neg.jpg
28;4;facial_davids;4;binary_face_davids;144;23;0;1323;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;161;stimuli/warmth2014_m29-gaussian-15px_3_160.jpg;161;stimuli/warmth2014_m29-gaussian-15px_3_160_neg.jpg
28;4;facial_davids;4;binary_face_davids;145;23;0;3884;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;346;stimuli/warmth2014_m29-gaussian-15px_3_345.jpg;346;stimuli/warmth2014_m29-gaussian-15px_3_345_neg.jpg
28;4;facial_davids;4;binary_face_davids;146;18;0;2895;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;41;stimuli/warmth2014_m29-gaussian-15px_3_40.jpg;41;stimuli/warmth2014_m29-gaussian-15px_3_40_neg.jpg
28;4;facial_davids;4;binary_face_davids;147;23;0;961;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;366;stimuli/warmth2014_m29-gaussian-15px_3_365.jpg;366;stimuli/warmth2014_m29-gaussian-15px_3_365_neg.jpg
28;4;facial_davids;4;binary_face_davids;148;23;0;1712;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;160;stimuli/warmth2014_m29-gaussian-15px_3_159.jpg;160;stimuli/warmth2014_m29-gaussian-15px_3_159_neg.jpg
28;4;facial_davids;4;binary_face_davids;149;18;0;3561;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;173;stimuli/warmth2014_m29-gaussian-15px_3_172.jpg;173;stimuli/warmth2014_m29-gaussian-15px_3_172_neg.jpg
28;4;facial_davids;4;binary_face_davids;150;18;0;2665;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;26;stimuli/warmth2014_m29-gaussian-15px_3_25.jpg;26;stimuli/warmth2014_m29-gaussian-15px_3_25_neg.jpg
28;4;facial_davids;4;binary_face_davids;151;18;0;1364;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;183;stimuli/warmth2014_m29-gaussian-15px_3_182.jpg;183;stimuli/warmth2014_m29-gaussian-15px_3_182_neg.jpg
28;4;facial_davids;4;binary_face_davids;152;23;0;1396;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;319;stimuli/warmth2014_m29-gaussian-15px_3_318.jpg;319;stimuli/warmth2014_m29-gaussian-15px_3_318_neg.jpg
28;4;facial_davids;4;binary_face_davids;153;23;0;2922;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;245;stimuli/warmth2014_m29-gaussian-15px_3_244.jpg;245;stimuli/warmth2014_m29-gaussian-15px_3_244_neg.jpg
28;4;facial_davids;4;binary_face_davids;154;23;0;2746;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;334;stimuli/warmth2014_m29-gaussian-15px_3_333.jpg;334;stimuli/warmth2014_m29-gaussian-15px_3_333_neg.jpg
28;4;facial_davids;4;binary_face_davids;155;23;0;1714;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;382;stimuli/warmth2014_m29-gaussian-15px_3_381.jpg;382;stimuli/warmth2014_m29-gaussian-15px_3_381_neg.jpg
28;4;facial_davids;4;binary_face_davids;156;23;0;4283;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;16;stimuli/warmth2014_m29-gaussian-15px_3_15.jpg;16;stimuli/warmth2014_m29-gaussian-15px_3_15_neg.jpg
28;4;facial_davids;4;binary_face_davids;157;23;0;2926;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;22;stimuli/warmth2014_m29-gaussian-15px_3_21.jpg;22;stimuli/warmth2014_m29-gaussian-15px_3_21_neg.jpg
28;4;facial_davids;4;binary_face_davids;158;23;0;3783;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;273;stimuli/warmth2014_m29-gaussian-15px_3_272.jpg;273;stimuli/warmth2014_m29-gaussian-15px_3_272_neg.jpg
28;4;facial_davids;4;binary_face_davids;159;18;0;4397;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;380;stimuli/warmth2014_m29-gaussian-15px_3_379.jpg;380;stimuli/warmth2014_m29-gaussian-15px_3_379_neg.jpg
28;4;facial_davids;4;binary_face_davids;160;23;0;2196;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;2;stimuli/warmth2014_m29-gaussian-15px_3_1.jpg;2;stimuli/warmth2014_m29-gaussian-15px_3_1_neg.jpg
28;4;facial_davids;4;binary_face_davids;161;18;0;2473;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;241;stimuli/warmth2014_m29-gaussian-15px_3_240.jpg;241;stimuli/warmth2014_m29-gaussian-15px_3_240_neg.jpg
28;4;facial_davids;4;binary_face_davids;162;18;0;2356;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;27;stimuli/warmth2014_m29-gaussian-15px_3_26.jpg;27;stimuli/warmth2014_m29-gaussian-15px_3_26_neg.jpg
28;4;facial_davids;4;binary_face_davids;163;18;0;2612;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;116;stimuli/warmth2014_m29-gaussian-15px_3_115.jpg;116;stimuli/warmth2014_m29-gaussian-15px_3_115_neg.jpg
28;4;facial_davids;4;binary_face_davids;164;18;0;3929;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;59;stimuli/warmth2014_m29-gaussian-15px_3_58.jpg;59;stimuli/warmth2014_m29-gaussian-15px_3_58_neg.jpg
28;4;facial_davids;4;binary_face_davids;165;23;0;1074;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;177;stimuli/warmth2014_m29-gaussian-15px_3_176.jpg;177;stimuli/warmth2014_m29-gaussian-15px_3_176_neg.jpg
28;4;facial_davids;4;binary_face_davids;166;18;0;2308;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;370;stimuli/warmth2014_m29-gaussian-15px_3_369.jpg;370;stimuli/warmth2014_m29-gaussian-15px_3_369_neg.jpg
28;4;facial_davids;4;binary_face_davids;167;18;0;1902;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;72;stimuli/warmth2014_m29-gaussian-15px_3_71.jpg;72;stimuli/warmth2014_m29-gaussian-15px_3_71_neg.jpg
28;4;facial_davids;4;binary_face_davids;168;18;0;1088;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;254;stimuli/warmth2014_m29-gaussian-15px_3_253.jpg;254;stimuli/warmth2014_m29-gaussian-15px_3_253_neg.jpg
28;4;facial_davids;4;binary_face_davids;169;23;0;1746;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;150;stimuli/warmth2014_m29-gaussian-15px_3_149.jpg;150;stimuli/warmth2014_m29-gaussian-15px_3_149_neg.jpg
28;4;facial_davids;4;binary_face_davids;170;18;0;3082;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;234;stimuli/warmth2014_m29-gaussian-15px_3_233.jpg;234;stimuli/warmth2014_m29-gaussian-15px_3_233_neg.jpg
28;4;facial_davids;4;binary_face_davids;171;23;0;1140;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;344;stimuli/warmth2014_m29-gaussian-15px_3_343.jpg;344;stimuli/warmth2014_m29-gaussian-15px_3_343_neg.jpg
28;4;facial_davids;4;binary_face_davids;172;23;0;1676;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;18;stimuli/warmth2014_m29-gaussian-15px_3_17.jpg;18;stimuli/warmth2014_m29-gaussian-15px_3_17_neg.jpg
28;4;facial_davids;4;binary_face_davids;173;23;0;2583;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;242;stimuli/warmth2014_m29-gaussian-15px_3_241.jpg;242;stimuli/warmth2014_m29-gaussian-15px_3_241_neg.jpg
28;4;facial_davids;4;binary_face_davids;174;18;0;1326;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;121;stimuli/warmth2014_m29-gaussian-15px_3_120.jpg;121;stimuli/warmth2014_m29-gaussian-15px_3_120_neg.jpg
28;4;facial_davids;4;binary_face_davids;175;23;0;1622;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;368;stimuli/warmth2014_m29-gaussian-15px_3_367.jpg;368;stimuli/warmth2014_m29-gaussian-15px_3_367_neg.jpg
28;4;facial_davids;4;binary_face_davids;176;23;0;2235;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;181;stimuli/warmth2014_m29-gaussian-15px_3_180.jpg;181;stimuli/warmth2014_m29-gaussian-15px_3_180_neg.jpg
28;4;facial_davids;4;binary_face_davids;177;23;0;4120;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;280;stimuli/warmth2014_m29-gaussian-15px_3_279.jpg;280;stimuli/warmth2014_m29-gaussian-15px_3_279_neg.jpg
28;4;facial_davids;4;binary_face_davids;178;18;0;1145;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;168;stimuli/warmth2014_m29-gaussian-15px_3_167.jpg;168;stimuli/warmth2014_m29-gaussian-15px_3_167_neg.jpg
28;4;facial_davids;4;binary_face_davids;179;18;0;1656;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;303;stimuli/warmth2014_m29-gaussian-15px_3_302.jpg;303;stimuli/warmth2014_m29-gaussian-15px_3_302_neg.jpg
28;4;facial_davids;4;binary_face_davids;180;18;0;1076;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;4;stimuli/warmth2014_m29-gaussian-15px_3_3.jpg;4;stimuli/warmth2014_m29-gaussian-15px_3_3_neg.jpg
28;4;facial_davids;4;binary_face_davids;181;23;0;2222;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;359;stimuli/warmth2014_m29-gaussian-15px_3_358.jpg;359;stimuli/warmth2014_m29-gaussian-15px_3_358_neg.jpg
28;4;facial_davids;4;binary_face_davids;182;23;0;4555;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;44;stimuli/warmth2014_m29-gaussian-15px_3_43.jpg;44;stimuli/warmth2014_m29-gaussian-15px_3_43_neg.jpg
28;4;facial_davids;4;binary_face_davids;183;23;0;2170;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;135;stimuli/warmth2014_m29-gaussian-15px_3_134.jpg;135;stimuli/warmth2014_m29-gaussian-15px_3_134_neg.jpg
28;4;facial_davids;4;binary_face_davids;184;18;0;3881;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;244;stimuli/warmth2014_m29-gaussian-15px_3_243.jpg;244;stimuli/warmth2014_m29-gaussian-15px_3_243_neg.jpg
28;4;facial_davids;4;binary_face_davids;185;23;0;948;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;255;stimuli/warmth2014_m29-gaussian-15px_3_254.jpg;255;stimuli/warmth2014_m29-gaussian-15px_3_254_neg.jpg
28;4;facial_davids;4;binary_face_davids;186;23;0;1476;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;307;stimuli/warmth2014_m29-gaussian-15px_3_306.jpg;307;stimuli/warmth2014_m29-gaussian-15px_3_306_neg.jpg
28;4;facial_davids;4;binary_face_davids;187;23;0;2295;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;354;stimuli/warmth2014_m29-gaussian-15px_3_353.jpg;354;stimuli/warmth2014_m29-gaussian-15px_3_353_neg.jpg
28;4;facial_davids;4;binary_face_davids;188;18;0;2649;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;125;stimuli/warmth2014_m29-gaussian-15px_3_124.jpg;125;stimuli/warmth2014_m29-gaussian-15px_3_124_neg.jpg
28;4;facial_davids;4;binary_face_davids;189;18;0;2732;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;84;stimuli/warmth2014_m29-gaussian-15px_3_83.jpg;84;stimuli/warmth2014_m29-gaussian-15px_3_83_neg.jpg
28;4;facial_davids;4;binary_face_davids;190;18;0;1293;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;229;stimuli/warmth2014_m29-gaussian-15px_3_228.jpg;229;stimuli/warmth2014_m29-gaussian-15px_3_228_neg.jpg
28;4;facial_davids;4;binary_face_davids;191;23;0;1279;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;43;stimuli/warmth2014_m29-gaussian-15px_3_42.jpg;43;stimuli/warmth2014_m29-gaussian-15px_3_42_neg.jpg
28;4;facial_davids;4;binary_face_davids;192;23;0;1042;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;249;stimuli/warmth2014_m29-gaussian-15px_3_248.jpg;249;stimuli/warmth2014_m29-gaussian-15px_3_248_neg.jpg
28;4;facial_davids;4;binary_face_davids;193;18;0;894;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;174;stimuli/warmth2014_m29-gaussian-15px_3_173.jpg;174;stimuli/warmth2014_m29-gaussian-15px_3_173_neg.jpg
28;4;facial_davids;4;binary_face_davids;194;23;0;2248;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;323;stimuli/warmth2014_m29-gaussian-15px_3_322.jpg;323;stimuli/warmth2014_m29-gaussian-15px_3_322_neg.jpg
28;4;facial_davids;4;binary_face_davids;195;18;0;5812;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;3;stimuli/warmth2014_m29-gaussian-15px_3_2.jpg;3;stimuli/warmth2014_m29-gaussian-15px_3_2_neg.jpg
28;4;facial_davids;4;binary_face_davids;196;18;0;2857;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;50;stimuli/warmth2014_m29-gaussian-15px_3_49.jpg;50;stimuli/warmth2014_m29-gaussian-15px_3_49_neg.jpg
28;4;facial_davids;4;binary_face_davids;197;18;0;2093;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;112;stimuli/warmth2014_m29-gaussian-15px_3_111.jpg;112;stimuli/warmth2014_m29-gaussian-15px_3_111_neg.jpg
28;4;facial_davids;4;binary_face_davids;198;18;0;2975;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;308;stimuli/warmth2014_m29-gaussian-15px_3_307.jpg;308;stimuli/warmth2014_m29-gaussian-15px_3_307_neg.jpg
28;4;facial_davids;4;binary_face_davids;199;23;0;1181;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;329;stimuli/warmth2014_m29-gaussian-15px_3_328.jpg;329;stimuli/warmth2014_m29-gaussian-15px_3_328_neg.jpg
28;4;facial_davids;4;binary_face_davids;200;23;0;4228;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;305;stimuli/warmth2014_m29-gaussian-15px_3_304.jpg;305;stimuli/warmth2014_m29-gaussian-15px_3_304_neg.jpg
28;4;facial_davids;4;binary_face_davids;201;18;0;1545;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;203;stimuli/warmth2014_m29-gaussian-15px_3_202.jpg;203;stimuli/warmth2014_m29-gaussian-15px_3_202_neg.jpg
28;4;facial_davids;4;interim2;202;28;0;5305;1;erase;1;Sie haben nun den zweiten von vier Blöcken geschafft!;1;Weiter geht es durch Drücken der Enter-Taste!
28;4;facial_davids;4;binary_face_davids;203;18;0;1746;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;364;stimuli/warmth2014_m29-gaussian-15px_3_363.jpg;364;stimuli/warmth2014_m29-gaussian-15px_3_363_neg.jpg
28;4;facial_davids;4;binary_face_davids;204;23;0;1026;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;202;stimuli/warmth2014_m29-gaussian-15px_3_201.jpg;202;stimuli/warmth2014_m29-gaussian-15px_3_201_neg.jpg
28;4;facial_davids;4;binary_face_davids;205;18;0;1303;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;76;stimuli/warmth2014_m29-gaussian-15px_3_75.jpg;76;stimuli/warmth2014_m29-gaussian-15px_3_75_neg.jpg
28;4;facial_davids;4;binary_face_davids;206;23;0;1416;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;68;stimuli/warmth2014_m29-gaussian-15px_3_67.jpg;68;stimuli/warmth2014_m29-gaussian-15px_3_67_neg.jpg
28;4;facial_davids;4;binary_face_davids;207;23;0;1685;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;282;stimuli/warmth2014_m29-gaussian-15px_3_281.jpg;282;stimuli/warmth2014_m29-gaussian-15px_3_281_neg.jpg
28;4;facial_davids;4;binary_face_davids;208;23;0;1168;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;146;stimuli/warmth2014_m29-gaussian-15px_3_145.jpg;146;stimuli/warmth2014_m29-gaussian-15px_3_145_neg.jpg
28;4;facial_davids;4;binary_face_davids;209;23;0;888;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;11;stimuli/warmth2014_m29-gaussian-15px_3_10.jpg;11;stimuli/warmth2014_m29-gaussian-15px_3_10_neg.jpg
28;4;facial_davids;4;binary_face_davids;210;18;0;1058;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;247;stimuli/warmth2014_m29-gaussian-15px_3_246.jpg;247;stimuli/warmth2014_m29-gaussian-15px_3_246_neg.jpg
28;4;facial_davids;4;binary_face_davids;211;18;0;2949;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;393;stimuli/warmth2014_m29-gaussian-15px_3_392.jpg;393;stimuli/warmth2014_m29-gaussian-15px_3_392_neg.jpg
28;4;facial_davids;4;binary_face_davids;212;18;0;1701;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;372;stimuli/warmth2014_m29-gaussian-15px_3_371.jpg;372;stimuli/warmth2014_m29-gaussian-15px_3_371_neg.jpg
28;4;facial_davids;4;binary_face_davids;213;23;0;2335;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;292;stimuli/warmth2014_m29-gaussian-15px_3_291.jpg;292;stimuli/warmth2014_m29-gaussian-15px_3_291_neg.jpg
28;4;facial_davids;4;binary_face_davids;214;23;0;1592;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;290;stimuli/warmth2014_m29-gaussian-15px_3_289.jpg;290;stimuli/warmth2014_m29-gaussian-15px_3_289_neg.jpg
28;4;facial_davids;4;binary_face_davids;215;18;0;974;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;114;stimuli/warmth2014_m29-gaussian-15px_3_113.jpg;114;stimuli/warmth2014_m29-gaussian-15px_3_113_neg.jpg
28;4;facial_davids;4;binary_face_davids;216;18;0;2132;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;80;stimuli/warmth2014_m29-gaussian-15px_3_79.jpg;80;stimuli/warmth2014_m29-gaussian-15px_3_79_neg.jpg
28;4;facial_davids;4;binary_face_davids;217;23;0;1333;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;208;stimuli/warmth2014_m29-gaussian-15px_3_207.jpg;208;stimuli/warmth2014_m29-gaussian-15px_3_207_neg.jpg
28;4;facial_davids;4;binary_face_davids;218;23;0;1678;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;294;stimuli/warmth2014_m29-gaussian-15px_3_293.jpg;294;stimuli/warmth2014_m29-gaussian-15px_3_293_neg.jpg
28;4;facial_davids;4;binary_face_davids;219;23;0;1768;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;312;stimuli/warmth2014_m29-gaussian-15px_3_311.jpg;312;stimuli/warmth2014_m29-gaussian-15px_3_311_neg.jpg
28;4;facial_davids;4;binary_face_davids;220;23;0;2392;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;67;stimuli/warmth2014_m29-gaussian-15px_3_66.jpg;67;stimuli/warmth2014_m29-gaussian-15px_3_66_neg.jpg
28;4;facial_davids;4;binary_face_davids;221;18;0;3222;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;277;stimuli/warmth2014_m29-gaussian-15px_3_276.jpg;277;stimuli/warmth2014_m29-gaussian-15px_3_276_neg.jpg
28;4;facial_davids;4;binary_face_davids;222;23;0;1802;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;88;stimuli/warmth2014_m29-gaussian-15px_3_87.jpg;88;stimuli/warmth2014_m29-gaussian-15px_3_87_neg.jpg
28;4;facial_davids;4;binary_face_davids;223;23;0;4144;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;140;stimuli/warmth2014_m29-gaussian-15px_3_139.jpg;140;stimuli/warmth2014_m29-gaussian-15px_3_139_neg.jpg
28;4;facial_davids;4;binary_face_davids;224;23;0;3792;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;269;stimuli/warmth2014_m29-gaussian-15px_3_268.jpg;269;stimuli/warmth2014_m29-gaussian-15px_3_268_neg.jpg
28;4;facial_davids;4;binary_face_davids;225;23;0;2670;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;373;stimuli/warmth2014_m29-gaussian-15px_3_372.jpg;373;stimuli/warmth2014_m29-gaussian-15px_3_372_neg.jpg
28;4;facial_davids;4;binary_face_davids;226;18;0;3744;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;311;stimuli/warmth2014_m29-gaussian-15px_3_310.jpg;311;stimuli/warmth2014_m29-gaussian-15px_3_310_neg.jpg
28;4;facial_davids;4;binary_face_davids;227;23;0;1977;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;93;stimuli/warmth2014_m29-gaussian-15px_3_92.jpg;93;stimuli/warmth2014_m29-gaussian-15px_3_92_neg.jpg
28;4;facial_davids;4;binary_face_davids;228;23;0;879;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;332;stimuli/warmth2014_m29-gaussian-15px_3_331.jpg;332;stimuli/warmth2014_m29-gaussian-15px_3_331_neg.jpg
28;4;facial_davids;4;binary_face_davids;229;18;0;1154;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;252;stimuli/warmth2014_m29-gaussian-15px_3_251.jpg;252;stimuli/warmth2014_m29-gaussian-15px_3_251_neg.jpg
28;4;facial_davids;4;binary_face_davids;230;18;0;1585;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;184;stimuli/warmth2014_m29-gaussian-15px_3_183.jpg;184;stimuli/warmth2014_m29-gaussian-15px_3_183_neg.jpg
28;4;facial_davids;4;binary_face_davids;231;23;0;1448;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;240;stimuli/warmth2014_m29-gaussian-15px_3_239.jpg;240;stimuli/warmth2014_m29-gaussian-15px_3_239_neg.jpg
28;4;facial_davids;4;binary_face_davids;232;23;0;2004;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;30;stimuli/warmth2014_m29-gaussian-15px_3_29.jpg;30;stimuli/warmth2014_m29-gaussian-15px_3_29_neg.jpg
28;4;facial_davids;4;binary_face_davids;233;18;0;1665;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;216;stimuli/warmth2014_m29-gaussian-15px_3_215.jpg;216;stimuli/warmth2014_m29-gaussian-15px_3_215_neg.jpg
28;4;facial_davids;4;binary_face_davids;234;23;0;5452;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;151;stimuli/warmth2014_m29-gaussian-15px_3_150.jpg;151;stimuli/warmth2014_m29-gaussian-15px_3_150_neg.jpg
28;4;facial_davids;4;binary_face_davids;235;18;0;1440;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;52;stimuli/warmth2014_m29-gaussian-15px_3_51.jpg;52;stimuli/warmth2014_m29-gaussian-15px_3_51_neg.jpg
28;4;facial_davids;4;binary_face_davids;236;23;0;2156;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;272;stimuli/warmth2014_m29-gaussian-15px_3_271.jpg;272;stimuli/warmth2014_m29-gaussian-15px_3_271_neg.jpg
28;4;facial_davids;4;binary_face_davids;237;23;0;1499;1;Welches Gesicht ähnelt David S. Ihrer Meinung nach eher?;222;stimuli/warmth2014_m29-gaussian-15px_3_221.jpg;222;stimuli/warmth2014_m29-gaussian-15px_3_221_neg.jpg
